STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS  IN CONSTITUENCY,OVER TOTAL VOTES POLLED  IN CONSTITUENCY,TOTAL ELECTORS,anomaly,NET_WORTH,soundex,uniqueness_score
Punjab,KHADOOR SAHIB,PARAMJIT KAUR KHALRA,0.0,PUNEKP,Key,FEMALE,0,65.0,GENERAL,Post Graduate,113100001.0,0.0,213550.0,939.0,214489.0,13.08783885,20.46357869,1638842.0,1.0,113100001.0,P652,0.25
Punjab,KHADOOR SAHIB,MANJINDER SINGH SIDHU,0.0,AAP,Broom,MALE,2,33.0,GENERAL,12th Pass,441100044.0,0.0,13155.0,501.0,13656.0,0.833271298,1.302866956,1638842.0,1.0,441100044.0,M525,0.1111111111111111
Bihar,KHAGARIA,Choudhary Mehboob Ali Kaiser,1.0,LJP,Bungalow,MALE,1,52.0,GENERAL,Graduate,10978831310.0,0.0,509138.0,1055.0,510193.0,30.43286604,52.73797796,1676454.0,1.0,10978831310.0,C365,0.5
Bihar,KHAGARIA,Mukesh Sahani,0.0,VSIP,Boat with Man and Sail,MALE,4,40.0,GENERAL,8th Pass,11969980311.0,165475631.0,261409.0,214.0,261623.0,15.60573687,27.04362468,1676454.0,1.0,11804504680.0,M222,0.3333333333333333
Bihar,KHAGARIA,Priadarshi Dinkar,0.0,IND,Auto- Rickshaw,MALE,0,31.0,GENERAL,Graduate,3210003.0,0.0,51847.0,0.0,51847.0,3.092658671,5.359356054,1676454.0,1.0,3210003.0,P636,0.5
Bihar,KHAGARIA,Bandan Kumar Singh,0.0,IND,Air Conditioner,MALE,0,27.0,GENERAL,10th Pass,6030006.0,0.0,20445.0,4.0,20449.0,1.219776982,2.113786178,1676454.0,1.0,6030006.0,B535,0.5
Bihar,KHAGARIA,Moni Kumar,0.0,BMUP,Cot,MALE,0,35.0,SC,12th Pass,5662605.0,5000050.0,16686.0,6.0,16692.0,0.99567301,1.72543004,1676454.0,1.0,662555.0,M525,0.1111111111111111
Bihar,KHAGARIA,Nagendra Singh Tyagi,0.0,IND,Gas Cylinder,MALE,4,44.0,GENERAL,Graduate,705100070.0,0.0,16073.0,24.0,16097.0,0.960181431,1.663925674,1676454.0,1.0,705100070.0,N253,0.3333333333333333
Bihar,KHAGARIA,Dhirendra Chaudhary,0.0,AAM,CHAPATI ROLLER,MALE,0,38.0,GENERAL,8th Pass,151950015.0,0.0,10744.0,3.0,10747.0,0.641055466,1.110903225,1676454.0,1.0,151950015.0,D653,0.16666666666666666
Madhya Pradesh,KHAJURAHO,V.D. SHARMA (VISHNU DATT SHARMA),1.0,BJP,Lotus,MALE,0,49.0,GENERAL,Post Graduate,250717625.0,250717625.0,810410.0,725.0,811135.0,44.03328819,64.46194756,1842095.0,1.0,0.0,V326,1.0
Madhya Pradesh,KHAJURAHO,MAHARANI KAVITA SINGH NATIRAJA,0.0,INC,Hand,FEMALE,0,39.0,GENERAL,Graduate,736957217.0,216010421.0,318526.0,227.0,318753.0,17.30383069,25.33171318,1842095.0,1.0,520946796.0,M652,0.5
Madhya Pradesh,KHAJURAHO,VEER SINGH PATEL,0.0,SP,Bicycle,MALE,8,39.0,GENERAL,12th Pass,421253242.0,421253242.0,40029.0,48.0,40077.0,2.175620693,3.184971025,1842095.0,1.0,0.0,V625,1.0
Telangana,KHAMMAM,NAMA NAGESWR RAO,1.0,TRS,Car,MALE,5,62.0,GENERAL,12th Pass,1074671341107.0,807215948.0,566621.0,838.0,567459.0,37.48550841,49.7837431,1513809.0,1.0,1073864125159.0,N552,1.0
Telangana,KHAMMAM,RENUKA CHOWDHURY,0.0,INC,Hand,FEMALE,1,64.0,GENERAL,Post Graduate,1131285724113.0,11619118411.0,399008.0,389.0,399397.0,26.38357943,35.03949649,1513809.0,1.0,1119666605702.0,R522,0.1111111111111111
Telangana,KHAMMAM,Boda Venkat,0.0,CPI(M),"Hammer, Sickle and Star",MALE,0,54.0,SC,Graduate,961108796.0,318500031.0,57065.0,37.0,57102.0,3.772074284,5.009615317,1513809.0,1.0,642608765.0,B315,1.0
Telangana,KHAMMAM,DEVAKI VASUDEVA RAO,0.0,BJP,Lotus,MALE,0,47.0,GENERAL,Others,468627046.0,468627046.0,20401.0,87.0,20488.0,1.3534072,1.79743264,1513809.0,1.0,0.0,D121,0.3333333333333333
Telangana,KHAMMAM,NARALA SATYANARAYANA,0.0,JnP,Glass Tumbler,MALE,0,46.0,GENERAL,Post Graduate,220136522.0,5900005.0,19304.0,11.0,19315.0,1.275920542,1.694524182,1513809.0,1.0,214236517.0,N642,1.0
Telangana,KHAMMAM,NOTA,0.0,NOTA,Lotus,MALE,0,48.6,GENERAL,Post Graduate,440429409.0,9647749.0,15802.0,30.0,15832.0,1.045838676,1.388957124,1513809.0,1.0,430781660.0,N300,0.004081632653061225
Telangana,KHAMMAM,GOKINAPALLI VENKATESWAR RAO,0.0,IND,Cup & Saucer,MALE,0,61.0,GENERAL,5th Pass,396850039.0,4500045.0,11517.0,3.0,11520.0,0.760994287,1.010661071,1513809.0,1.0,392349994.0,G251,1.0
Madhya Pradesh,KHANDWA,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),1.0,BJP,Lotus,MALE,0,66.0,GENERAL,Post Graduate,481909948.0,481909948.0,837969.0,940.0,838909.0,43.94367894,57.14031751,1909055.0,1.0,0.0,N532,0.5
Madhya Pradesh,KHANDWA,ARUN SUBHASH CHANDRA YADAV,0.0,INC,Hand,MALE,0,45.0,GENERAL,Graduate,38953671238.0,19685397519.0,564761.0,805.0,565566.0,29.62544295,38.52220064,1909055.0,1.0,19268273719.0,A652,0.14285714285714285
Madhya Pradesh,KHANDWA,NOTA,0.0,NOTA,Lotus,MALE,0,43.4,GENERAL,Post Graduate,440429409.0,9647749.0,15993.0,12.0,16005.0,0.838372912,1.090143009,1909055.0,1.0,430781660.0,N300,0.004081632653061225
Madhya Pradesh,KHANDWA,DAYARAM KORKU (THAKUR DADA),0.0,BSP,Elephant,MALE,0,60.0,ST,10th Pass,265600526.0,0.0,14852.0,36.0,14888.0,0.779862288,1.014061176,1909055.0,1.0,265600526.0,D652,0.2
Madhya Pradesh,KHARGONE,GAJENDRA UMRAO SINGH PATEL,1.0,BJP,Lotus,MALE,0,43.0,ST,Graduate Professional,673039906.0,188502018.0,772221.0,1329.0,773550.0,42.16944644,54.1700922,1834385.0,1.0,484537888.0,G253,0.5
Madhya Pradesh,KHARGONE,DR. GOVIND SUBHAN MUJALDA,0.0,INC,Hand,MALE,0,55.0,ST,Post Graduate,195563401.0,0.0,570106.0,934.0,571040.0,31.12977919,39.98873951,1834385.0,1.0,195563401.0,D621,0.16666666666666666
Madhya Pradesh,KHARGONE,COMRADE JYOTI SUKHLAL GORE,0.0,CPI(M),Ears of Corn And Sickle,FEMALE,0,39.0,ST,8th Pass,443020044.0,0.0,20669.0,4.0,20673.0,1.12697171,1.447687048,1834385.0,1.0,443020044.0,C563,1.0
Madhya Pradesh,KHARGONE,AMIT KUMAR BALKE,0.0,BSP,Elephant,MALE,0,33.0,ST,12th Pass,2860002.0,2200022.0,18554.0,19.0,18573.0,1.012491925,1.30062843,1834385.0,1.0,659980.0,A532,0.25
Madhya Pradesh,KHARGONE,NOTA,0.0,NOTA,Lotus,MALE,0,43.4,GENERAL,Post Graduate,440429409.0,9647749.0,18408.0,15.0,18423.0,1.004314798,1.290124244,1834385.0,1.0,430781660.0,N300,0.004081632653061225
Gujarat,KHEDA,Chauhan Devusinh,1.0,BJP,Lotus,MALE,0,54.0,GENERAL,Others,130232021.0,9952409.0,711757.0,2815.0,714572.0,39.6098065,64.89189255,1804028.0,1.0,120279612.0,C531,1.0
Gujarat,KHEDA,Bimal Shah,0.0,INC,Hand,MALE,0,58.0,GENERAL,Graduate,863987168.0,255123432.0,345804.0,1623.0,347427.0,19.25840397,31.55062828,1804028.0,1.0,608863736.0,B542,1.0
Gujarat,KHEDA,NOTA,0.0,NOTA,Lotus,MALE,0,43.4,GENERAL,Post Graduate,440429409.0,9647749.0,18201.0,76.0,18277.0,1.013121748,1.65977553,1804028.0,1.0,430781660.0,N300,0.004081632653061225
Uttar Pradesh,KHERI,Ajay Kumar,1.0,BJP,Lotus,MALE,1,60.0,GENERAL,Graduate Professional,452954554.0,0.0,609285.0,304.0,609589.0,34.42646096,53.62456148,1770699.0,1.0,452954554.0,A225,0.2
Uttar Pradesh,KHERI,Dr. Purvi Verma,0.0,SP,Bicycle,FEMALE,0,29.0,GENERAL,Post Graduate,157941115.0,0.0,390665.0,117.0,390782.0,22.06936357,34.37646247,1770699.0,1.0,157941115.0,D616,0.125
Uttar Pradesh,KHERI,Zafar Ali Naqvi,0.0,INC,Hand,MALE,0,71.0,GENERAL,Graduate Professional,893654789.0,106145610.0,92127.0,28.0,92155.0,5.204441862,8.106726767,1770699.0,1.0,787509179.0,Z164,1.0
Uttar Pradesh,KHERI,Vipnesh Shukla,0.0,CPI(M),Ears of Corn And Sickle,MALE,0,68.0,GENERAL,Graduate Professional,947000094.0,0.0,11857.0,0.0,11857.0,0.669622561,1.043041173,1770699.0,1.0,947000094.0,V152,1.0
Jharkhand,KHUNTI,ARJUN MUNDA,1.0,BJP,Lotus,MALE,0,50.0,ST,12th Pass,915078659.0,271064342.0,381566.0,1072.0,382638.0,31.81586877,45.9440897,1202664.0,1.0,644014317.0,A625,0.1
Jharkhand,KHUNTI,KALI CHARAN MUNDA,0.0,INC,Hand,MALE,0,57.0,ST,12th Pass,511166551.0,0.0,380468.0,725.0,381193.0,31.69571884,45.77058573,1202664.0,1.0,511166551.0,K426,1.0
Jharkhand,KHUNTI,NOTA,0.0,NOTA,Lotus,MALE,0,39.2,GENERAL,Post Graduate,440429409.0,9647749.0,21236.0,9.0,21245.0,1.766495048,2.550928516,1202664.0,1.0,430781660.0,N300,0.004081632653061225
Jharkhand,KHUNTI,MEENAKSHI MUNDA,0.0,IND,Pot,FEMALE,0,40.0,ST,Doctorate,134776471.0,8511038.0,10976.0,13.0,10989.0,0.913721538,1.319470627,1202664.0,1.0,126265433.0,M525,0.1111111111111111
Jharkhand,KHUNTI,AJAY TOPNO,0.0,JKP,Basket containing Fruits,MALE,0,50.0,ST,Graduate,819168281.0,0.0,8770.0,68.0,8838.0,0.734868592,1.061195869,1202664.0,1.0,819168281.0,A231,0.2
Bihar,KISHANGANJ,Dr. Mohammad Jawed,1.0,INC,Hand,MALE,1,54.0,GENERAL,Graduate Professional,909738039.0,538395853.0,366820.0,197.0,367017.0,22.11410712,33.31502756,1659651.0,1.0,371342186.0,D655,0.1
Bihar,KISHANGANJ,Syed Mahmood Ashraf,0.0,JD(U),Arrow,MALE,4,54.0,GENERAL,12th Pass,359879935.0,359879935.0,332325.0,226.0,332551.0,20.03740545,30.18646474,1659651.0,1.0,0.0,S355,1.0
Bihar,KISHANGANJ,Akhtarul Iman,0.0,AIMIM,Kite,MALE,4,55.0,GENERAL,Post Graduate,726289072.0,190891819.0,294859.0,170.0,295029.0,17.77656869,26.78050135,1659651.0,1.0,535397253.0,A236,1.0
Bihar,KISHANGANJ,NOTA,0.0,NOTA,Lotus,MALE,0,52.2,GENERAL,Post Graduate,440429409.0,9647749.0,19719.0,3.0,19722.0,1.188322123,1.790214005,1659651.0,1.0,430781660.0,N300,0.004081632653061225
Bihar,KISHANGANJ,Rajesh Kumar Dubey,0.0,IND,Helicopter,MALE,0,42.0,GENERAL,Graduate,5072915.0,0.0,15182.0,2.0,15184.0,0.914891143,1.378288685,1659651.0,1.0,5072915.0,R222,0.058823529411764705
Jharkhand,KODARMA,ANNPURNA DEVI,1.0,BJP,Lotus,FEMALE,0,50.0,GENERAL,Post Graduate,976369399.0,318906631.0,751996.0,1020.0,753016.0,41.50849583,62.25016761,1814125.0,1.0,657462768.0,A516,0.3333333333333333
Jharkhand,KODARMA,BABU LAL MARANDI,0.0,JVM,Comb,MALE,10,61.0,ST,Graduate,109513721.0,0.0,297232.0,184.0,297416.0,16.39446014,24.58672306,1814125.0,1.0,109513721.0,B144,0.3333333333333333
Jharkhand,KODARMA,RAJ KUMAR YADAV,0.0,CPI(ML)(L),Flag with Three Stars,MALE,4,46.0,GENERAL,10th Pass,351400035.0,351400035.0,68184.0,23.0,68207.0,3.759773996,5.638521867,1814125.0,1.0,0.0,R225,0.14285714285714285
Jharkhand,KODARMA,NOTA,0.0,NOTA,Lotus,MALE,0,43.4,GENERAL,Post Graduate,440429409.0,9647749.0,31156.0,8.0,31164.0,1.717852959,2.576258968,1814125.0,1.0,430781660.0,N300,0.004081632653061225
Jharkhand,KODARMA,KANCHAN KUMARI,0.0,AITC,Flowers and Grass,FEMALE,0,28.0,GENERAL,Graduate,529000052.0,120000012.0,14082.0,37.0,14119.0,0.778281541,1.167186509,1814125.0,1.0,409000040.0,K525,0.125
Assam,KOKRAJHAR,Naba Kumar Sarania,1.0,IND,Battery Torch,MALE,5,50.0,ST,12th Pass,130139941.0,1750691.0,482556.0,2004.0,484560.0,27.27828512,32.74620475,1776358.0,1.0,128389250.0,N125,0.3333333333333333
Assam,KOKRAJHAR,Pramila Rani Brahma,0.0,BOPF,Nangol,FEMALE,0,69.0,ST,Graduate,447149854.0,0.0,443410.0,3364.0,446774.0,25.15112382,30.19265495,1776358.0,1.0,447149854.0,P654,0.3333333333333333
Assam,KOKRAJHAR,Urkhao Gwra Brahma,0.0,UPPL,Tractor Chalata Kisan,MALE,0,56.0,ST,Graduate,151082661.0,0.0,309736.0,2699.0,312435.0,17.58851538,21.11412515,1776358.0,1.0,151082661.0,U622,1.0
Assam,KOKRAJHAR,Sabda Ram Rabha,0.0,INC,Hand,MALE,0,50.0,ST,Graduate Professional,532740453.0,2000002.0,146251.0,867.0,147118.0,8.282001714,9.942125124,1776358.0,1.0,530740451.0,S136,0.5
Assam,KOKRAJHAR,Biraj Deka,0.0,CPI(M),"Hammer, Sickle and Star",MALE,0,26.0,ST,Post Graduate,153390015.0,2480002.0,27804.0,324.0,28128.0,1.583464594,1.90086934,1776358.0,1.0,150910013.0,B623,0.5
Assam,KOKRAJHAR,NOTA,0.0,NOTA,Lotus,MALE,0,44.0,GENERAL,Post Graduate,440429409.0,9647749.0,15867.0,121.0,15988.0,0.900043797,1.08045716,1776358.0,1.0,430781660.0,N300,0.004081632653061225
Karnataka,KOLAR,S. MUNISWAMY,1.0,BJP,Lotus,MALE,2,44.0,SC,12th Pass,17455750017.0,198656901.0,707930.0,1235.0,709165.0,43.50809621,56.32348047,1629961.0,1.0,17257093116.0,S552,0.5
Karnataka,KOLAR,K.H. MUNIYAPPA,0.0,INC,Hand,MALE,1,71.0,SC,Graduate Professional,32944382132.0,14379509014.0,498259.0,885.0,499144.0,30.62306399,39.64313994,1629961.0,1.0,18564873118.0,K551,1.0
Karnataka,KOLAR,NOTA,0.0,NOTA,Lotus,MALE,0,48.8,GENERAL,Post Graduate,440429409.0,9647749.0,13873.0,16.0,13889.0,0.852106277,1.103095641,1629961.0,1.0,430781660.0,N300,0.004081632653061225
Maharashtra,KOLHAPUR,Sanjay Sadashivrao Mandlik,1.0,SHS,Bow and Arrow,MALE,0,54.0,GENERAL,Post Graduate,951718929.0,105804141.0,745675.0,3410.0,749085.0,39.8344373,56.21634156,1880496.0,1.0,845914788.0,S522,0.09090909090909091
Maharashtra,KOLHAPUR,Dhananjay Mahadik,0.0,NCP,Clock,MALE,4,47.0,GENERAL,Graduate,66314000066.0,13545500013.0,476820.0,1697.0,478517.0,25.44631842,35.91111171,1880496.0,1.0,52768500053.0,D552,1.0
Maharashtra,KOLHAPUR,Dr. Aruna Mohan Mali,0.0,VBA,Cup & Saucer,FEMALE,1,37.0,GENERAL,Doctorate,9642279.0,0.0,63251.0,188.0,63439.0,3.373524857,4.760886271,1880496.0,1.0,9642279.0,D665,0.3333333333333333
West Bengal,KOLKATA DAKSHIN,Mala Roy,1.0,AITC,Flowers and Grass,FEMALE,3,61.0,GENERAL,Graduate,103084011.0,0.0,572188.0,931.0,573119.0,33.15028305,47.47994327,1728851.0,1.0,103084011.0,M460,1.0
West Bengal,KOLKATA DAKSHIN,Chandra Kumar Bose,0.0,BJP,Lotus,MALE,1,58.0,GENERAL,Post Graduate,135913321.0,8318248.0,417086.0,841.0,417927.0,24.1736853,34.62308918,1728851.0,1.0,127595073.0,C536,0.0625
West Bengal,KOLKATA DAKSHIN,Nandini Mukherjee,0.0,CPI(M),"Hammer, Sickle and Star",FEMALE,0,53.0,GENERAL,Graduate Professional,386240538.0,386240538.0,139770.0,505.0,140275.0,8.11377036,11.62105783,1728851.0,1.0,0.0,N535,1.0
West Bengal,KOLKATA DAKSHIN,Mita Chakraborty,0.0,INC,Hand,FEMALE,0,44.0,GENERAL,Graduate Professional,44751195844.0,18785370118.0,42536.0,82.0,42618.0,2.465105437,3.530680752,1728851.0,1.0,25965825726.0,M322,1.0
West Bengal,KOLKATA DAKSHIN,NOTA,0.0,NOTA,Lotus,MALE,0,44.2,GENERAL,Post Graduate,440429409.0,9647749.0,14780.0,44.0,14824.0,0.857448097,1.228091686,1728851.0,1.0,430781660.0,N300,0.004081632653061225
West Bengal,KOLKATA UTTAR,BANDYOPADHYAY SUDIP,1.0,AITC,Flowers and Grass,MALE,2,70.0,GENERAL,Graduate Professional,611763556.0,0.0,474490.0,401.0,474891.0,32.88532092,49.95492506,1444082.0,1.0,611763556.0,B531,0.5
West Bengal,KOLKATA UTTAR,RAHUL (BISWAJIT) SINHA,0.0,BJP,Lotus,MALE,7,55.0,GENERAL,Graduate,245208712.0,205749620.0,347307.0,489.0,347796.0,24.0842279,36.5854967,1444082.0,1.0,39459092.0,R412,1.0
West Bengal,KOLKATA UTTAR,KANINIKA BOSE (GHOSH),0.0,CPI(M),"Hammer, Sickle and Star",FEMALE,1,50.0,GENERAL,Post Graduate,747777574.0,120000012.0,70848.0,232.0,71080.0,4.92215816,7.477075946,1444082.0,1.0,627777562.0,K552,0.5
West Bengal,KOLKATA UTTAR,SYED SHAHID IMAM,0.0,INC,Hand,MALE,0,57.0,GENERAL,Graduate Professional,756911517.0,0.0,26072.0,21.0,26093.0,1.806891852,2.74478535,1444082.0,1.0,756911517.0,S323,1.0
Kerala,KOLLAM,N.K.Premachandran,1.0,RSP,Spade & Stoker,MALE,5,58.0,GENERAL,Graduate Professional,327058732.0,327058732.0,497264.0,2413.0,499677.0,38.53391634,51.56534921,1296720.0,1.0,0.0,N216,0.5
Kerala,KOLLAM,K.N.Balagopal,0.0,CPI(M),"Hammer, Sickle and Star",MALE,1,55.0,GENERAL,Post Graduate,946386694.0,280000028.0,347492.0,3329.0,350821.0,27.05449133,36.20380241,1296720.0,1.0,666386666.0,K514,0.5
Kerala,KOLLAM,Adv.K.V.Sabu,0.0,BJP,Lotus,MALE,0,57.0,GENERAL,Post Graduate,640000064.0,640000064.0,102319.0,1020.0,103339.0,7.969260904,10.66431239,1296720.0,1.0,0.0,A312,0.14285714285714285
Karnataka,KOPPAL,KARADI SANGANNA AMARAPPA,1.0,BJP,Lotus,MALE,1,64.0,GENERAL,10th Pass,287257912.0,224753332.0,584997.0,1786.0,586783.0,33.78737635,49.28352876,1736693.0,1.0,62504580.0,K632,0.5
Karnataka,KOPPAL,K.RAJASHEKAR BASAVARAJ HITNAL,0.0,INC,Hand,MALE,0,38.0,GENERAL,12th Pass,849221648.0,384123743.0,547573.0,813.0,548386.0,31.57645018,46.0585893,1736693.0,1.0,465097905.0,K622,1.0
Odisha,KORAPUT,SAPTAGIRI SANKAR ULAKA,1.0,INC,Hand,MALE,0,40.0,ST,Graduate Professional,375875603.0,121796312.0,370434.0,695.0,371129.0,25.87375487,34.34252301,1434384.0,1.0,254079291.0,S132,0.3333333333333333
Odisha,KORAPUT,KAUSALYA HIKAKA,0.0,BJD,Conch,FEMALE,0,33.0,ST,12th Pass,406174274.0,0.0,366812.0,704.0,367516.0,25.62186974,34.00819307,1434384.0,1.0,406174274.0,K242,0.5
Odisha,KORAPUT,JAYARAM PANGI,0.0,BJP,Lotus,MALE,0,63.0,ST,10th Pass,420000042.0,420000042.0,206153.0,2245.0,208398.0,14.52874544,19.28416564,1434384.0,1.0,0.0,J651,1.0
Odisha,KORAPUT,NOTA,0.0,NOTA,Lotus,MALE,0,44.4,GENERAL,Post Graduate,440429409.0,9647749.0,36525.0,36.0,36561.0,2.54889904,3.383182084,1434384.0,1.0,430781660.0,N300,0.004081632653061225
Odisha,KORAPUT,BHASKAR MUTUKA,0.0,BSP,Elephant,MALE,0,61.0,ST,Graduate Professional,3160003.0,0.0,35668.0,96.0,35764.0,2.493335118,3.309431473,1434384.0,1.0,3160003.0,B265,0.5
Odisha,KORAPUT,DAMODARA SABAR,0.0,CPI(ML)(L),Flag with Three Stars,MALE,0,67.0,ST,8th Pass,1500015.0,0.0,26112.0,5.0,26117.0,1.820781604,2.416743702,1434384.0,1.0,1500015.0,D536,1.0
Odisha,KORAPUT,BANAMALI MAJHI,0.0,APoI,Coat,MALE,0,45.0,ST,Post Graduate,1700001.0,0.0,18842.0,7.0,18849.0,1.314083258,1.744197344,1434384.0,1.0,1700001.0,B554,1.0
Odisha,KORAPUT,RAJENDRA KENDRUKA,0.0,CPIM,Saw,MALE,1,27.0,ST,5th Pass,5655.0,0.0,15826.0,1.0,15827.0,1.103400484,1.464555752,1434384.0,1.0,5655.0,R253,0.1
Chhattisgarh,KORBA,JYOTSNA CHARANDAS MAHANT,1.0,INC,Hand,FEMALE,0,65.0,GENERAL,Post Graduate,15063969715.0,0.0,522671.0,639.0,523310.0,34.68293524,46.00838914,1508840.0,1.0,15063969715.0,J325,0.3333333333333333
Chhattisgarh,KORBA,JYOTI NAND DUBEY,0.0,BJP,Lotus,MALE,0,52.0,GENERAL,10th Pass,170976161.0,2956722.0,495960.0,1101.0,497061.0,32.94325442,43.70062853,1508840.0,1.0,168019439.0,J355,0.5
Chhattisgarh,KORBA,TULESHWAR HIRASINGH MARKAM,0.0,GGP,Saw,MALE,0,45.0,ST,Graduate Professional,271366327.0,0.0,37371.0,46.0,37417.0,2.479852072,3.289629276,1508840.0,1.0,271366327.0,T426,0.5
Chhattisgarh,KORBA,NOTA,0.0,NOTA,Lotus,MALE,0,48.6,GENERAL,Post Graduate,440429409.0,9647749.0,19292.0,13.0,19305.0,1.279459717,1.697257748,1508840.0,1.0,430781660.0,N300,0.004081632653061225
Chhattisgarh,KORBA,PARMIT SINGH,0.0,BSP,Elephant,MALE,1,45.0,GENERAL,12th Pass,650495065.0,8400008.0,15841.0,39.0,15880.0,1.052464145,1.396138464,1508840.0,1.0,642095057.0,P653,0.2
Chhattisgarh,KORBA,LAKHAN LAL DEWANGAN,0.0,IND,Cauliflower,MALE,0,44.0,GENERAL,10th Pass,187483418.0,0.0,13694.0,1.0,13695.0,0.907650911,1.204037548,1508840.0,1.0,187483418.0,L254,1.0
Rajasthan,KOTA,OM BIRLA,1.0,BJP,Lotus,MALE,1,56.0,GENERAL,Post Graduate,483477374.0,0.0,796071.0,3980.0,800051.0,41.07016904,58.48633846,1948010.0,1.0,483477374.0,O516,0.3333333333333333
Rajasthan,KOTA,RAMNARAIN MEENA,0.0,INC,Hand,MALE,0,75.0,ST,Graduate Professional,801574598.0,131371551.0,517559.0,2815.0,520374.0,26.71310722,38.04103725,1948010.0,1.0,670203047.0,R565,0.5
Kerala,KOTTAYAM,Thomas Chazhikadan,1.0,KEC(M),Two Leaves,MALE,0,66.0,GENERAL,Graduate Professional,260274782.0,4957784.0,420294.0,752.0,421046.0,34.89240887,46.23586721,1206698.0,1.0,255316998.0,T522,1.0
Kerala,KOTTAYAM,V.N. Vasavan,0.0,CPI(M),"Hammer, Sickle and Star",MALE,0,64.0,GENERAL,10th Pass,736107173.0,6373996.0,313492.0,1295.0,314787.0,26.08664305,34.56736302,1206698.0,1.0,729733177.0,V512,1.0
Kerala,KOTTAYAM,Adv. P.C Thomas,0.0,KEC,Television,MALE,3,68.0,GENERAL,Graduate Professional,403671240.0,403671240.0,154658.0,477.0,155135.0,12.85615788,17.0356713,1206698.0,1.0,0.0,A311,0.2
Kerala,KOZHIKODE,M.K.RAGHAVAN,1.0,INC,Hand,MALE,1,66.0,GENERAL,Graduate,317480531.0,317480531.0,491835.0,1609.0,493444.0,37.43816501,45.82154776,1318024.0,1.0,0.0,M262,0.5
Kerala,KOZHIKODE,A.PRADEEP KUMAR,0.0,CPI(M),"Hammer, Sickle and Star",MALE,1,55.0,GENERAL,12th Pass,207987220.0,207987220.0,406075.0,2144.0,408219.0,30.97204603,37.9074959,1318024.0,1.0,0.0,A163,1.0
Kerala,KOZHIKODE,Adv.PRAKASH BABU,0.0,BJP,Lotus,MALE,22,39.0,GENERAL,Post Graduate,352437735.0,3430643.0,160352.0,864.0,161216.0,12.23164373,14.97062817,1318024.0,1.0,349007092.0,A311,0.2
Tamil Nadu,KRISHNAGIRI,Dr.A.CHELLAKUMAR,1.0,INC,Hand,MALE,5,58.0,GENERAL,Post Graduate,12108797912.0,668179596.0,609396.0,1902.0,611298.0,39.94357046,52.59504437,1530404.0,1.0,11440618316.0,D624,0.25
Tamil Nadu,KRISHNAGIRI,K.P.MUNUSAMY,0.0,AIADMK,Two Leaves,MALE,0,67.0,GENERAL,Graduate Professional,11561976911.0,0.0,453388.0,1145.0,454533.0,29.70019681,39.10724933,1530404.0,1.0,11561976911.0,K155,1.0
Tamil Nadu,KRISHNAGIRI,MADHUSOODHANAN.N,0.0,NTK,Ganna Kisan,MALE,0,37.0,GENERAL,Post Graduate,140000014.0,140000014.0,27757.0,243.0,28000.0,1.829582254,2.409072567,1530404.0,1.0,0.0,M323,0.3333333333333333
Tamil Nadu,KRISHNAGIRI,NOTA,0.0,NOTA,Lotus,MALE,0,48.6,GENERAL,Post Graduate,440429409.0,9647749.0,19731.0,94.0,19825.0,1.295409578,1.705709416,1530404.0,1.0,430781660.0,N300,0.004081632653061225
Tamil Nadu,KRISHNAGIRI,SRI KARUNYA SUBRAHMANYAM,0.0,MNM,Battery Torch,MALE,0,50.0,GENERAL,Graduate,130000013.0,0.0,16895.0,100.0,16995.0,1.110491086,1.46222101,1530404.0,1.0,130000013.0,S626,0.3333333333333333
West Bengal,KRISHNANAGAR,MAHUA MOITRA,1.0,AITC,Flowers and Grass,FEMALE,0,44.0,GENERAL,Graduate,264952502.0,6711386.0,613652.0,1220.0,614872.0,37.68295359,44.992796,1631698.0,1.0,258241116.0,M536,0.1111111111111111
West Bengal,KRISHNANAGAR,KALYAN CHAUBEY,0.0,BJP,Lotus,MALE,0,40.0,GENERAL,10th Pass,220726252.0,160333916.0,548248.0,3406.0,551654.0,33.80858468,40.36686641,1631698.0,1.0,60392336.0,K452,0.5
West Bengal,KRISHNANAGAR,JHA SHANTANU,0.0,CPI(M),"Hammer, Sickle and Star",MALE,1,57.0,GENERAL,Doctorate,148391301.0,2906862.0,120016.0,206.0,120222.0,7.367907542,8.7971544,1631698.0,1.0,145484439.0,J253,0.3333333333333333
West Bengal,KRISHNANAGAR,INTAJ ALI SHAH,0.0,INC,Hand,MALE,0,70.0,GENERAL,Post Graduate,100544781.0,0.0,38116.0,189.0,38305.0,2.347554511,2.802939556,1631698.0,1.0,100544781.0,I532,0.5
Andhra Pradesh,KURNOOL,AYUSHMAN DOCTOR SANJEEV KUMAR,1.0,YSRCP,Ceiling Fan,MALE,0,52.0,GENERAL,Post Graduate,32591438732.0,620706216.0,603098.0,2364.0,605462.0,38.49068886,50.85044412,1573009.0,1.0,31970732516.0,A255,0.5
